연령계층별,시점,인구[천명],경제활동인구[천명],취업자[천명],실업자[천명],비경제활동인구[천명],경제활동참가율[%],실업률[%],고용률[%]
60세이상,2018.08 월,10842.8,4614.9,4509.2,105.7,6227.9,42.6,2.3,41.6
60세이상,2018.09 월,10888.2,4666.4,4551.1,115.3,6221.8,42.9,2.5,41.8
60세이상,2018.10 월,10933.6,4686.7,4578.8,107.9,6246.8,42.9,2.3,41.9
60세이상,2018.11 월,10978.9,4708.3,4597.8,110.5,6270.7,42.9,2.3,41.9
60세이상,2018.12 월,11024.4,4341,4226.3,114.7,6683.4,39.4,2.6,38.3
60세이상,2019.01 월,11068.8,4309.1,3990.1,318.9,6759.7,38.9,7.4,36
60세이상,2019.02 월,11113.7,4427.8,4126.4,301.3,6685.9,39.8,6.8,37.1
60세이상,2019.03 월,11158.3,4659.5,4511.6,147.9,6498.8,41.8,3.2,40.4
60세이상,2019.04 월,11203,4809.8,4665.5,144.3,6393.2,42.9,3,41.6
60세이상,2019.05 월,11247.5,4978.8,4818.9,159.9,6268.7,44.3,3.2,42.8
60세이상,2019.06 월,11292.2,5035.1,4882.7,152.4,6257.1,44.6,3,43.2
60세이상,2019.07 월,11345.3,5004.1,4872.7,131.4,6341.2,44.1,2.6,42.9
60세이상,2019.08 월,11398.3,5001.8,4900.6,101.1,6396.5,43.9,2,43
60세이상,2019.09 월,11451.3,5044.9,4931.2,113.7,6406.4,44.1,2.3,43.1
60세이상,2019.10 월,11504.3,5109.5,4995.5,114,6394.9,44.4,2.2,43.4
60세이상,2019.11 월,11557.3,5114.5,5006.2,108.3,6442.8,44.3,2.1,43.3
60세이상,2019.12 월,11610.4,4910.7,4705,205.7,6699.7,42.3,4.2,40.5
60세이상,2020.01 월,11663.2,4839.5,4497.1,342.4,6823.7,41.5,7.1,38.6
60세이상,2020.02 월,11716.2,4931.2,4696.3,234.9,6785,42.1,4.8,40.1
60세이상,2020.03 월,11769.1,5055.6,4847.6,208,6713.5,43,4.1,41.2
60세이상,2020.04 월,11821.9,5127.9,4939.4,188.5,6694,43.4,3.7,41.8
60세이상,2020.05 월,11874.9,5318.3,5120.7,197.7,6556.6,44.8,3.7,43.1
60세이상,2020.06 월,11927.8,5390.4,5220.8,169.6,6537.4,45.2,3.1,43.8
60세이상,2020.07 월,11984,5404.4,5251.2,153.2,6579.6,45.1,2.8,43.8
60세이상,2020.08 월,12040.1,5394.6,5284.8,109.8,6645.5,44.8,2,43.9
60세이상,2020.09 월,12096.3,5473.6,5349.8,123.9,6622.6,45.3,2.3,44.2
60세이상,2020.10 월,12152.5,5500,5370.6,129.4,6652.5,45.3,2.4,44.2
60세이상,2020.11 월,12208.8,5498,5378.5,119.5,6710.8,45,2.2,44.1
60세이상,2020.12 월,12265,5234.1,4954.4,279.7,7030.9,42.7,5.3,40.4
60세이상,2021.01 월,12321,5023.8,4482.5,541.3,7297.3,40.8,10.8,36.4
60세이상,2021.02 월,12376.9,5212.7,4908,304.6,7164.2,42.1,5.8,39.7
60세이상,2021.03 월,12432.7,5449,5255.7,193.3,6983.7,43.8,3.5,42.3
60세이상,2021.04 월,12488.5,5587.9,5408.4,179.5,6900.6,44.7,3.2,43.3
60세이상,2021.05 월,12544.3,5764.4,5576.1,188.3,6779.9,46,3.3,44.5
60세이상,2021.06 월,12600.1,5801.3,5619.9,181.4,6798.8,46,3.1,44.6
60세이상,2021.07 월,12647,5762,5612,150,6885,45.6,2.6,44.4
60세이상,2021.08 월,12693.9,5772.3,5661.7,110.6,6921.7,45.5,1.9,44.6
60세이상,2021.09 월,12740.8,5797.9,5672.3,125.6,6943,45.5,2.2,44.5
60세이상,2021.10 월,12787.8,5842.3,5722.6,119.7,6945.5,45.7,2,44.8
60세이상,2021.11 월,12834.8,5805,5709.9,95.2,7029.8,45.2,1.6,44.5
60세이상,2021.12 월,12881.7,5600.7,5244.3,356.4,7281.1,43.5,6.4,40.7
60세이상,2022.01 월,12922.1,5466.2,5004.5,461.7,7455.9,42.3,8.4,38.7
60세이상,2022.02 월,12967,5601.8,5358.6,243.3,7365.2,43.2,4.3,41.3
60세이상,2022.03 월,13011.8,5758.1,5586.9,171.3,7253.7,44.3,3,42.9
60세이상,2022.04 월,13056.8,5960,5831.9,128.1,7096.8,45.6,2.1,44.7
60세이상,2022.05 월,13101.7,6171.7,6034.7,137,6930,47.1,2.2,46.1
60세이상,2022.06 월,13146.5,6225.9,6092,133.9,6920.6,47.4,2.2,46.3
60세이상,2022.07 월,13190.4,6210.1,6090.9,119.2,6980.3,47.1,1.9,46.2
60세이상,2022.08 월,13234.4,6177.8,6115.4,62.4,7056.7,46.7,1,46.2
60세이상,2022.09 월,13278.4,6212.8,6123.1,89.7,7065.6,46.8,1.4,46.1
60세이상,2022.10 월,13322.5,6273.9,6182.3,91.6,7048.6,47.1,1.5,46.4
60세이상,2022.11 월,13366.5,6271.7,6189.2,82.4,7094.8,46.9,1.3,46.3
60세이상,2022.12 월,13410.5,5996.9,5684.5,312.5,7413.6,44.7,5.2,42.4
60세이상,2023.01 월,13452,5775.1,5404.3,370.8,7676.9,42.9,6.4,40.2
60세이상,2023.02 월,13492.6,5951.5,5771.9,179.7,7541.1,44.1,3,42.8
60세이상,2023.03 월,13533.4,6257.6,6133.9,123.7,7275.9,46.2,2,45.3
60세이상,2023.04 월,13574.1,6395.1,6274.1,121,7179,47.1,1.9,46.2
60세이상,2023.05 월,13614.9,6552.8,6413.8,139,7062,48.1,2.1,47.1
60세이상,2023.06 월,13655.5,6578,6435.3,142.7,7077.6,48.2,2.2,47.1
60세이상,2023.07 월,13695.7,6532.5,6388.6,143.9,7163.2,47.7,2.2,46.6
60세이상,2023.08 월,13735.1,6504,6419,85,7231.1,47.4,1.3,46.7
60세이상,2023.09 월,13774.5,6581.2,6477,104.3,7193.3,47.8,1.6,47
60세이상,2023.10 월,13814,6619.5,6518.3,101.3,7194.5,47.9,1.5,47.2
60세이상,2023.11 월,13853.6,6572.5,6480.1,92.5,7281.1,47.4,1.4,46.8
60세이상,2023.12 월,13893.2,6323.3,5964.3,359,7569.9,45.5,5.7,42.9
60세이상,2024.01 월,13930.9,6160.2,5754.2,406,7770.7,44.2,6.6,41.3
60세이상,2024.02 월,13968.7,6284.7,6068.6,216.1,7684,45,3.4,43.4
60세이상,2024.03 월,14006.4,6521,6366.8,154.3,7485.4,46.6,2.4,45.5
60세이상,2024.04 월,14044.2,6725.7,6565.8,159.9,7318.5,47.9,2.4,46.8
15 - 64세,2000.01 월,32663,20647.4,19422.8,1224.6,12015.7,63.2,5.9,59.5
15 - 64세,2000.02 월,32681.9,20649.4,19437.2,1212.3,12032.4,63.2,5.9,59.5
15 - 64세,2000.03 월,32700.2,20872.3,19769.1,1103.2,11827.9,63.8,5.3,60.5
15 - 64세,2000.04 월,32723.1,21065.1,20083.6,981.5,11658,64.4,4.7,61.4
15 - 64세,2000.05 월,32753.8,21258.9,20347.6,911.3,11494.9,64.9,4.3,62.1
15 - 64세,2000.06 월,32780.1,21254.3,20390.6,863.8,11525.8,64.8,4.1,62.2
15 - 64세,2000.07 월,32813.6,21432.8,20544.9,888,11380.8,65.3,4.1,62.6
15 - 64세,2000.08 월,32842.6,21198,20295.2,902.9,11644.6,64.5,4.3,61.8
15 - 64세,2000.09 월,32869.9,21361.3,20459.3,902,11508.6,65,4.2,62.2
15 - 64세,2000.10 월,32892.6,21467.5,20629.2,838.3,11425.1,65.3,3.9,62.7
15 - 64세,2000.11 월,32912.3,21404.1,20539.5,864.5,11508.2,65,4,62.4
15 - 64세,2000.12 월,32938.8,21154.8,20186.5,968.3,11784,64.2,4.6,61.3
15 - 64세,2001.01 월,32936.8,20779.1,19692.6,1086.5,12157.7,63.1,5.2,59.8
15 - 64세,2001.02 월,32952.1,20816.6,19639.3,1177.3,12135.5,63.2,5.7,59.6
15 - 64세,2001.03 월,32967.9,21139.7,20017.6,1122.1,11828.2,64.1,5.3,60.7
15 - 64세,2001.04 월,32981.2,21529.9,20608.6,921.3,11451.3,65.3,4.3,62.5
15 - 64세,2001.05 월,33000.7,21677.8,20842.1,835.7,11322.8,65.7,3.9,63.2
15 - 64세,2001.06 월,33023.9,21648.4,20836.4,812,11375.5,65.6,3.8,63.1
15 - 64세,2001.07 월,33049,21700.4,20876,824.4,11348.6,65.7,3.8,63.2
15 - 64세,2001.08 월,33071,21455.2,20635.2,820,11615.8,64.9,3.8,62.4
15 - 64세,2001.09 월,33085.6,21609.8,20860,749.7,11475.8,65.3,3.5,63
15 - 64세,2001.10 월,33103.2,21707.3,20948.6,758.7,11395.9,65.6,3.5,63.3
15 - 64세,2001.11 월,33124.2,21744.1,20973.3,770.8,11380.1,65.6,3.5,63.3
15 - 64세,2001.12 월,33140.5,21517.9,20681.7,836.3,11622.6,64.9,3.9,62.4
15 - 64세,2002.01 월,33164.1,21380.4,20461.4,919,11783.7,64.5,4.3,61.7
15 - 64세,2002.02 월,33184,21429.8,20527.9,901.9,11754.2,64.6,4.2,61.9
15 - 64세,2002.03 월,33200.1,21630.1,20778.4,851.8,11569.9,65.2,3.9,62.6
15 - 64세,2002.04 월,33215.8,21962.7,21186.8,775.8,11253.1,66.1,3.5,63.8
15 - 64세,2002.05 월,33229.8,22023.9,21299.5,724.3,11205.9,66.3,3.3,64.1
15 - 64세,2002.06 월,33247.9,22024.1,21345.8,678.3,11223.8,66.2,3.1,64.2
15 - 64세,2002.07 월,33267.8,22066.2,21362.6,703.6,11201.6,66.3,3.2,64.2
15 - 64세,2002.08 월,33284.6,21818.3,21087.4,730.9,11466.3,65.6,3.3,63.4
15 - 64세,2002.09 월,33298.8,21945.3,21318.2,627,11353.6,65.9,2.9,64
15 - 64세,2002.10 월,33321,22016.2,21360.8,655.3,11304.8,66.1,3,64.1
15 - 64세,2002.11 월,33331.6,21929.2,21270.8,658.4,11402.5,65.8,3,63.8
15 - 64세,2002.12 월,33348.9,21762.3,21052,710.3,11586.6,65.3,3.3,63.1
15 - 64세,2003.01 월,33372.3,21515.7,20679,836.7,11856.6,64.5,3.9,62
15 - 64세,2003.02 월,33391.5,21479.3,20617.3,862,11912.1,64.3,4,61.7
15 - 64세,2003.03 월,33409.8,21724.8,20880.1,844.7,11685,65,3.9,62.5
15 - 64세,2003.04 월,33431.5,21911.7,21119.8,791.9,11519.8,65.5,3.6,63.2
15 - 64세,2003.05 월,33454.8,22059.2,21275.9,783.3,11395.6,65.9,3.6,63.6
15 - 64세,2003.06 월,33469.2,22068.7,21273.6,795.1,11400.5,65.9,3.6,63.6
15 - 64세,2003.07 월,33489.4,22181.5,21356.2,825.2,11308,66.2,3.7,63.8
15 - 64세,2003.08 월,33499,21841.5,21034.6,806.9,11657.5,65.2,3.7,62.8
15 - 64세,2003.09 월,33511.2,21936.4,21168.9,767.4,11574.9,65.5,3.5,63.2
15 - 64세,2003.10 월,33525.1,22098.1,21302.6,795.4,11427.1,65.9,3.6,63.5
15 - 64세,2003.11 월,33535.7,22134.3,21313.7,820.6,11401.4,66,3.7,63.6
15 - 64세,2003.12 월,33549.9,22018.4,21153.1,865.3,11531.5,65.6,3.9,63
15 - 64세,2004.01 월,33571.6,21939.5,21035.6,904,11632.1,65.4,4.1,62.7
15 - 64세,2004.02 월,33583.9,22005.3,21059.4,945.9,11578.6,65.5,4.3,62.7
15 - 64세,2004.03 월,33596,22217.8,21292.1,925.7,11378.2,66.1,4.2,63.4
15 - 64세,2004.04 월,33607.1,22378.8,21522.4,856.4,11228.3,66.6,3.8,64
15 - 64세,2004.05 월,33618.6,22408.7,21588.9,819.8,11209.9,66.7,3.7,64.2
15 - 64세,2004.06 월,33635.1,22457.3,21663.2,794.1,11177.8,66.8,3.5,64.4
15 - 64세,2004.07 월,33653.8,22480.9,21622.8,858.1,11172.9,66.8,3.8,64.3
15 - 64세,2004.08 월,33666.6,22085.3,21243.2,842,11581.4,65.6,3.8,63.1
15 - 64세,2004.09 월,33678.2,22414,21630.2,783.8,11264.1,66.6,3.5,64.2
15 - 64세,2004.10 월,33689.9,22485,21684.2,800.8,11204.9,66.7,3.6,64.4
15 - 64세,2004.11 월,33697.3,22447.2,21633.9,813.4,11250.1,66.6,3.6,64.2
15 - 64세,2004.12 월,33703.3,22348.4,21454.4,894,11355,66.3,4,63.7
15 - 64세,2005.01 월,33711,22070.4,21091.9,978.6,11640.6,65.5,4.4,62.6
15 - 64세,2005.02 월,33725.9,22024.7,21041.9,982.8,11701.2,65.3,4.5,62.4
15 - 64세,2005.03 월,33736.4,22316.1,21366.7,949.4,11420.3,66.1,4.3,63.3
15 - 64세,2005.04 월,33746.4,22480,21583.7,896.3,11266.4,66.6,4,64
15 - 64세,2005.05 월,33757.4,22603.7,21764.1,839.7,11153.7,67,3.7,64.5
15 - 64세,2005.06 월,33770.2,22607.7,21744.1,863.6,11162.5,66.9,3.8,64.4
15 - 64세,2005.07 월,33788.1,22617.3,21742.2,875.1,11170.8,66.9,3.9,64.3
15 - 64세,2005.08 월,33813,22298.5,21467,831.5,11514.5,65.9,3.7,63.5
15 - 64세,2005.09 월,33841.2,22487.1,21629.6,857.6,11354,66.4,3.8,63.9
15 - 64세,2005.10 월,33867.2,22620.5,21759.4,861.1,11246.6,66.8,3.8,64.2
15 - 64세,2005.11 월,33894.5,22601.5,21826.2,775.4,11293,66.7,3.4,64.4
15 - 64세,2005.12 월,33916.1,22348.8,21525.6,823.2,11567.3,65.9,3.7,63.5
15 - 64세,2006.01 월,33949.3,22246.2,21379.3,866.9,11703,65.5,3.9,63
15 - 64세,2006.02 월,33975.5,22238.8,21291.9,946.8,11736.8,65.5,4.3,62.7
15 - 64세,2006.03 월,33998.9,22507,21584.9,922.1,11492,66.2,4.1,63.5
15 - 64세,2006.04 월,34029.4,22712.6,21869.5,843.2,11316.8,66.7,3.7,64.3
15 - 64세,2006.05 월,34062.2,22814.3,22040.3,774.1,11247.9,67,3.4,64.7
15 - 64세,2006.06 월,34095.7,22853,22045.1,807.8,11242.7,67,3.5,64.7
15 - 64세,2006.07 월,34125.7,22847.6,22026.6,820.9,11278.2,67,3.6,64.5
15 - 64세,2006.08 월,34154.7,22569.3,21760.8,808.4,11585.4,66.1,3.6,63.7
15 - 64세,2006.09 월,34176.6,22686,21917.4,768.6,11490.6,66.4,3.4,64.1
15 - 64세,2006.10 월,34202.8,22803.8,22008.2,795.6,11399,66.7,3.5,64.3
15 - 64세,2006.11 월,34220.3,22835.8,22065.3,770.5,11384.5,66.7,3.4,64.5
15 - 64세,2006.12 월,34241.2,22601.6,21813.6,788,11639.6,66,3.5,63.7
15 - 64세,2007.01 월,34272.1,22470,21616.6,853.4,11802.1,65.6,3.8,63.1
15 - 64세,2007.02 월,34292.8,22398.7,21543.1,855.5,11894.1,65.3,3.8,62.8
15 - 64세,2007.03 월,34315.2,22689.8,21856.5,833.3,11625.4,66.1,3.7,63.7
15 - 64세,2007.04 월,34337.8,22922,22108.4,813.5,11415.9,66.8,3.5,64.4
15 - 64세,2007.05 월,34367.8,23032.8,22259.6,773.2,11335.1,67,3.4,64.8
15 - 64세,2007.06 월,34399,23082,22307.8,774.2,11317,67.1,3.4,64.9
15 - 64세,2007.07 월,34427.5,23098.9,22306.3,792.6,11328.6,67.1,3.4,64.8
15 - 64세,2007.08 월,34460,22783.8,22023.7,760.1,11676.2,66.1,3.3,63.9
15 - 64세,2007.09 월,34492.6,22897.8,22175,722.8,11594.8,66.4,3.2,64.3
15 - 64세,2007.10 월,34529.6,23032.5,22306,726.5,11497.1,66.7,3.2,64.6
15 - 64세,2007.11 월,34560.6,23105.6,22376.5,729.2,11454.9,66.9,3.2,64.7
15 - 64세,2007.12 월,34591.6,22805.6,22074,731.6,11786,65.9,3.2,63.8
15 - 64세,2008.01 월,34630.1,22643.1,21872.1,771,11987.1,65.4,3.4,63.2
15 - 64세,2008.02 월,34661,22588.7,21778.4,810.3,12072.3,65.2,3.6,62.8
15 - 64세,2008.03 월,34689.7,22857.2,22054.7,802.5,11832.4,65.9,3.5,63.6
15 - 64세,2008.04 월,34718.8,23133.9,22351.9,782,11585,66.6,3.4,64.4
15 - 64세,2008.05 월,34749.1,23255.2,22506.2,748.9,11493.9,66.9,3.2,64.8
15 - 64세,2008.06 월,34780.7,23309,22553.6,755.5,11471.7,67,3.2,64.8
15 - 64세,2008.07 월,34814.8,23268.5,22508.1,760.4,11546.3,66.8,3.3,64.7
15 - 64세,2008.08 월,34840.7,22990.2,22233.4,756.7,11850.5,66,3.3,63.8
15 - 64세,2008.09 월,34865.8,23010.5,22291.4,719.1,11855.3,66,3.1,63.9
15 - 64세,2008.10 월,34890,23131.1,22396.6,734.5,11758.9,66.3,3.2,64.2
15 - 64세,2008.11 월,34919.8,23153.2,22408.4,744.8,11766.6,66.3,3.2,64.2
15 - 64세,2008.12 월,34946.9,22850.5,22066.7,783.8,12096.4,65.4,3.4,63.1
15 - 64세,2009.01 월,34994.9,22613,21770,843,12381.9,64.6,3.7,62.2
15 - 64세,2009.02 월,35016.1,22559.4,21648.6,910.8,12456.7,64.4,4,61.8
15 - 64세,2009.03 월,35035.9,22774.2,21824.4,949.8,12261.7,65,4.2,62.3
15 - 64세,2009.04 월,35057.7,23064.5,22138,926.5,11993.2,65.8,4,63.1
15 - 64세,2009.05 월,35084.8,23180.6,22265,915.6,11904.2,66.1,3.9,63.5
15 - 64세,2009.06 월,35111.2,23375.9,22432.9,943,11735.3,66.6,4,63.9
15 - 64세,2009.07 월,35139.6,23235.8,22324.5,911.3,11903.8,66.1,3.9,63.5
15 - 64세,2009.08 월,35167.4,23007.3,22121.2,886.1,12160.1,65.4,3.9,62.9
15 - 64세,2009.09 월,35188.1,23085.1,22276.3,808.8,12103.1,65.6,3.5,63.3
15 - 64세,2009.10 월,35209.7,23116.2,22330.1,786.2,12093.5,65.7,3.4,63.4
15 - 64세,2009.11 월,35234.4,23198.2,22387,811.2,12036.1,65.8,3.5,63.5
15 - 64세,2009.12 월,35257.4,22921.8,22100.6,821.2,12335.6,65,3.6,62.7
15 - 64세,2010.01 월,35315.7,22974.3,21887.2,1087.1,12341.4,65.1,4.7,62
15 - 64세,2010.02 월,35335.5,22911.3,21835.7,1075.6,12424.2,64.8,4.7,61.8
15 - 64세,2010.03 월,35356.9,23089.7,22118.2,971.4,12267.2,65.3,4.2,62.6
15 - 64세,2010.04 월,35377,23399.5,22485.2,914.3,11977.5,66.1,3.9,63.6
15 - 64세,2010.05 월,35405.8,23560.9,22781.1,779.8,11844.8,66.5,3.3,64.3
15 - 64세,2010.06 월,35430.4,23596.1,22742.7,853.4,11834.2,66.6,3.6,64.2
15 - 64세,2010.07 월,35468.5,23697.3,22794.1,903.2,11771.2,66.8,3.8,64.3
15 - 64세,2010.08 월,35505.1,23351.9,22535.2,816.6,12153.2,65.8,3.5,63.5
15 - 64세,2010.09 월,35536.2,23412.1,22568.6,843.6,12124.1,65.9,3.6,63.5
15 - 64세,2010.10 월,35570.2,23509.7,22688.9,820.8,12060.5,66.1,3.5,63.8
15 - 64세,2010.11 월,35609.7,23485.4,22756.4,728.9,12124.4,66,3.1,63.9
15 - 64세,2010.12 월,35656.3,23405.4,22570,835.4,12250.8,65.6,3.6,63.3
15 - 64세,2011.01 월,35695.2,23135.3,22245.9,889.3,12559.9,64.8,3.8,62.3
15 - 64세,2011.02 월,35727.7,23313.4,22327.1,986.4,12414.2,65.3,4.2,62.5
15 - 64세,2011.03 월,35764,23610.8,22596.8,1014,12153.2,66,4.3,63.2
15 - 64세,2011.04 월,35795.5,23829.1,22915.3,913.8,11966.4,66.6,3.8,64
15 - 64세,2011.05 월,35841.8,24004,23205.1,799,11837.8,67,3.3,64.7
15 - 64세,2011.06 월,35867.4,24081.7,23261.1,820.6,11785.7,67.1,3.4,64.9
15 - 64세,2011.07 월,35897.2,24032.9,23210.5,822.4,11864.2,66.9,3.4,64.7
15 - 64세,2011.08 월,35914,23787.2,23037,750.2,12126.8,66.2,3.2,64.1
15 - 64세,2011.09 월,35920.6,23613.9,22873.9,739.9,12306.8,65.7,3.1,63.7
15 - 64세,2011.10 월,35933.9,23903.8,23180.1,723.6,12030.1,66.5,3,64.5
15 - 64세,2011.11 월,35956.8,23905.7,23190.1,715.6,12051.1,66.5,3,64.5
15 - 64세,2011.12 월,36006.2,23740.9,23001.9,739,12265.3,65.9,3.1,63.9
15 - 64세,2012.01 월,36009.3,23521.1,22710.8,810.3,12488.1,65.3,3.4,63.1
15 - 64세,2012.02 월,36027.1,23652.6,22731,921.6,12374.5,65.7,3.9,63.1
15 - 64세,2012.03 월,36042.3,23867.4,22972.7,894.8,12174.8,66.2,3.7,63.7
15 - 64세,2012.04 월,36053,24126.1,23255.8,870.3,11926.9,66.9,3.6,64.5
15 - 64세,2012.05 월,36078.6,24321.3,23529.7,791.6,11757.3,67.4,3.3,65.2
15 - 64세,2012.06 월,36085,24316.5,23510.5,806,11768.5,67.4,3.3,65.2
15 - 64세,2012.07 월,36101.8,24270.1,23493.6,776.5,11831.7,67.2,3.2,65.1
15 - 64세,2012.08 월,36111.9,23993.8,23251.8,742,12118.2,66.4,3.1,64.4
15 - 64세,2012.09 월,36118.1,24083.2,23347.7,735.5,12034.9,66.7,3.1,64.6
15 - 64세,2012.10 월,36125.1,24103.4,23402.3,701.2,12021.7,66.7,2.9,64.8
15 - 64세,2012.11 월,36143.5,24070.7,23371.5,699.2,12072.8,66.6,2.9,64.7
15 - 64세,2012.12 월,36188.8,23806.4,23087,719.4,12382.4,65.8,3,63.8
15 - 64세,2013.01 월,36190.4,23650.3,22859.8,790.5,12540.1,65.3,3.3,63.2
15 - 64세,2013.02 월,36211.2,23665.3,22761.2,904.2,12545.9,65.4,3.8,62.9
15 - 64세,2013.03 월,36217.5,23863.3,23009.7,853.6,12354.2,65.9,3.6,63.5
15 - 64세,2013.04 월,36229.6,24216.9,23408.3,808.7,12012.7,66.8,3.3,64.6
15 - 64세,2013.05 월,36245.2,24387.6,23608,779.6,11857.5,67.3,3.2,65.1
15 - 64세,2013.06 월,36265,24463.8,23674.5,789.4,11801.1,67.5,3.2,65.3
15 - 64세,2013.07 월,36284.1,24498.7,23685.8,812.9,11785.4,67.5,3.3,65.3
15 - 64세,2013.08 월,36305,24308.4,23540.4,767.9,11996.6,67,3.2,64.8
15 - 64세,2013.09 월,36326.3,24377.5,23668.3,709.2,11948.8,67.1,2.9,65.2
15 - 64세,2013.10 월,36347.4,24465.6,23758.5,707.1,11881.8,67.3,2.9,65.4
15 - 64세,2013.11 월,36371.2,24495.2,23811.7,683.5,11876,67.3,2.8,65.5
15 - 64세,2013.12 월,36394.1,24348.1,23597.3,750.9,12046,66.9,3.1,64.8
15 - 64세,2014.01 월,36410.8,24321.6,23504.5,817.2,12089.2,66.8,3.4,64.6
15 - 64세,2014.02 월,36434.9,24570.4,23534.4,1036,11864.5,67.4,4.2,64.6
15 - 64세,2014.03 월,36453.9,24578,23604.4,973.7,11875.9,67.4,4,64.8
15 - 64세,2014.04 월,36473.8,24955,23949.1,1005.9,11518.8,68.4,4,65.7
15 - 64세,2014.05 월,36496.3,24949.7,24021.9,927.8,11546.5,68.4,3.7,65.8
15 - 64세,2014.06 월,36517.4,25000.6,24070.4,930.2,11516.8,68.5,3.7,65.9
15 - 64세,2014.07 월,36532.8,25079.3,24186.7,892.6,11453.5,68.6,3.6,66.2
15 - 64세,2014.08 월,36552,24961,24093.3,867.6,11591,68.3,3.5,65.9
15 - 64세,2014.09 월,36566.2,24924.6,24098.3,826.3,11641.5,68.2,3.3,65.9
15 - 64세,2014.10 월,36575.8,24951,24120,831,11624.8,68.2,3.3,65.9
15 - 64세,2014.11 월,36592.2,24976.1,24175.7,800.5,11616.1,68.3,3.2,66.1
15 - 64세,2014.12 월,36606.2,24824,23963.7,860.3,11782.2,67.8,3.5,65.5
15 - 64세,2015.01 월,36621.1,24718.1,23814.9,903.1,11903,67.5,3.7,65
15 - 64세,2015.02 월,36639.8,24899.9,23830.4,1069.5,11739.9,68,4.3,65
15 - 64세,2015.03 월,36654,24877.1,23861,1016.1,11776.9,67.9,4.1,65.1
15 - 64세,2015.04 월,36671.4,25132.5,24123,1009.5,11538.9,68.5,4,65.8
15 - 64세,2015.05 월,36687,25287.1,24302.8,984.3,11399.9,68.9,3.9,66.2
15 - 64세,2015.06 월,36702.5,25318.2,24306,1012.1,11384.4,69,4,66.2
15 - 64세,2015.07 월,36716.1,25366.6,24404.6,962.1,11349.5,69.1,3.8,66.5
15 - 64세,2015.08 월,36728.7,25147.3,24250.8,896.5,11581.4,68.5,3.6,66
15 - 64세,2015.09 월,36742.9,25184,24347.9,836.2,11558.9,68.5,3.3,66.3
15 - 64세,2015.10 월,36753.5,25199.6,24396.2,803.5,11553.9,68.6,3.2,66.4
15 - 64세,2015.11 월,36765,25207.8,24407.1,800.7,11557.1,68.6,3.2,66.4
15 - 64세,2015.12 월,36778.9,25100.5,24264.7,835.8,11678.5,68.2,3.3,66
15 - 64세,2016.01 월,36783.3,24916.2,24002.8,913.4,11867.1,67.7,3.7,65.3
15 - 64세,2016.02 월,36796.9,25090.2,23937,1153.2,11706.7,68.2,4.6,65.1
15 - 64세,2016.03 월,36814.7,25101.9,23990.8,1111.1,11712.8,68.2,4.4,65.2
15 - 64세,2016.04 월,36826.9,25255.7,24214.9,1040.8,11571.2,68.6,4.1,65.8
15 - 64세,2016.05 월,36843.4,25398,24430.5,967.4,11445.4,68.9,3.8,66.3
15 - 64세,2016.06 월,36854.6,25476.8,24505.1,971.8,11377.8,69.1,3.8,66.5
15 - 64세,2016.07 월,36858.4,25505.8,24565.3,940.5,11352.6,69.2,3.7,66.6
15 - 64세,2016.08 월,36857.7,25427.6,24478.3,949.2,11430.1,69,3.7,66.4
15 - 64세,2016.09 월,36857.4,25419.4,24475.3,944.1,11438,69,3.7,66.4
15 - 64세,2016.10 월,36857.2,25401.2,24515.6,885.6,11456,68.9,3.5,66.5
15 - 64세,2016.11 월,36856.7,25386.3,24565.5,820.7,11470.5,68.9,3.2,66.7
15 - 64세,2016.12 월,36855.9,25247.1,24416.7,830.4,11608.7,68.5,3.3,66.2
15 - 64세,2017.01 월,36864.6,25054.8,24146.6,908.1,11809.8,68,3.6,65.5
15 - 64세,2017.02 월,36865.7,25355.5,24217.5,1138,11510.2,68.8,4.5,65.7
15 - 64세,2017.03 월,36867.6,25455.8,24378.7,1077.1,11411.8,69,4.2,66.1
15 - 64세,2017.04 월,36866.3,25681.8,24557.9,1123.9,11184.5,69.7,4.4,66.6
15 - 64세,2017.05 월,36871.1,25663.1,24713.1,950.1,11208,69.6,3.7,67
15 - 64세,2017.06 월,36866.9,25734.5,24725.5,1009,11132.4,69.8,3.9,67.1
15 - 64세,2017.07 월,36861.6,25696.7,24778.9,917.8,11164.9,69.7,3.6,67.2
15 - 64세,2017.08 월,36856.9,25570.8,24614.5,956.4,11286,69.4,3.7,66.8
15 - 64세,2017.09 월,36849.4,25565.7,24670.5,895.1,11283.7,69.4,3.5,66.9
15 - 64세,2017.10 월,36850.8,25530.8,24679.1,851.7,11320,69.3,3.3,67
15 - 64세,2017.11 월,36849.6,25533,24700.2,832.8,11316.6,69.3,3.3,67
15 - 64세,2017.12 월,36842.9,25396.2,24527.5,868.7,11446.7,68.9,3.4,66.6
15 - 64세,2018.01 월,36829.5,25278.9,24370.8,908.1,11550.6,68.6,3.6,66.2
15 - 64세,2018.02 월,36823.4,25246.9,24232.1,1014.8,11576.5,68.6,4,65.8
15 - 64세,2018.03 월,36804.7,25514.1,24345.4,1168.7,11290.6,69.3,4.6,66.1
15 - 64세,2018.04 월,36800.6,25633.3,24523.9,1109.4,11167.2,69.7,4.3,66.6
15 - 64세,2018.05 월,36793,25711.2,24633.3,1077.9,11081.8,69.9,4.2,67
